Drug,Medium,Donor,run,Day,class,relative_abundance,relative_abundance_log10
colistin,MGAM,MB003,run3,day 4,c__Deinococci,0,-6
colistin,MGAM,MB003,run3,day 4,c__Deltaproteobacteria,1.5991556458190076e-5,-4.769766837126089
colistin,MGAM,MB003,run3,day 4,c__Dictyoglomia,0,-6
colistin,MGAM,MB003,run3,day 4,c__Elusimicrobia,0,-6
colistin,MGAM,MB003,run3,day 4,c__Epsilonproteobacteria,0,-6
colistin,MGAM,MB003,run3,day 4,c__Erysipelotrichia,5.756960324948428e-4,-3.2390530364016983
colistin,MGAM,MB003,run3,day 4,c__Fibrobacteria,0,-6
colistin,MGAM,MB003,run3,day 4,c__Flavobacteriia,0,-6
colistin,MGAM,MB003,run3,day 4,c__Fusobacteriia,0,-6
colistin,MGAM,MB003,run3,day 4,c__Gammaproteobacteria,0.0029264548318487836,-2.533509797000317
colistin,MGAM,MB003,run3,day 4,c__Gemmatimonadetes,0,-6
colistin,MGAM,MB003,run3,day 4,c__Gloeobacteria,0,-6
colistin,MGAM,MB003,run3,day 4,c__Halobacteria,0,-6
colistin,MGAM,MB003,run3,day 4,c__Holophagae,0,-6
colistin,MGAM,MB003,run3,day 4,c__Ignavibacteria,0,-6
colistin,MGAM,MB003,run3,day 4,c__Ktedonobacteria,0,-6
colistin,MGAM,MB003,run3,day 4,c__Lentisphaeria,0,-6
colistin,MGAM,MB003,run3,day 4,c__Methanobacteria,0,-6
colistin,MGAM,MB003,run3,day 4,c__Methanomicrobia,0,-6
colistin,MGAM,MB003,run3,day 4,c__Methylacidiphilae,0,-6
colistin,MGAM,MB003,run3,day 4,c__Mollicutes,0,-6
colistin,MGAM,MB003,run3,day 4,c__Negativicutes,4.957382502038923e-4,-3.3038723968542096
colistin,MGAM,MB003,run3,day 4,c__Nitriliruptoria,0,-6
colistin,MGAM,MB003,run3,day 4,c__Nitrospira,0,-6
colistin,MGAM,MB003,run3,day 4,c__Nostocales[class],0,-6
colistin,MGAM,MB003,run3,day 4,c__Opitutae,0,-6
colistin,MGAM,MB003,run3,day 4,c__Oscillatoriales[class],0,-6
colistin,MGAM,MB003,run3,day 4,c__Planctomycetia,0,-6
colistin,MGAM,MB003,run3,day 4,c__Pleurocapsales[class],0,-6
colistin,MGAM,MB003,run3,day 4,c__Rubrobacteria,0,-6
colistin,MGAM,MB003,run3,day 4,c__Saprospiria,0,-6
colistin,MGAM,MB003,run3,day 4,c__Solibacteres,0,-6
colistin,MGAM,MB003,run3,day 4,c__Sphingobacteriia,0,-6
colistin,MGAM,MB003,run3,day 4,c__Spirochaetia,0,-6
colistin,MGAM,MB003,run3,day 4,c__Spirulinales[class],0,-6
colistin,MGAM,MB003,run3,day 4,c__Synechococcales[class],0,-6
colistin,MGAM,MB003,run3,day 4,c__Synergistia,0,-6
colistin,MGAM,MB003,run3,day 4,c__Thermobaculum[class],0,-6
colistin,MGAM,MB003,run3,day 4,c__Thermodesulfobacteria,0,-6
colistin,MGAM,MB003,run3,day 4,c__Thermoleophilia,0,-6
colistin,MGAM,MB003,run3,day 4,c__Thermomicrobia,1.5991556458190076e-5,-4.769766837126089
colistin,MGAM,MB003,run3,day 4,c__Thermoplasmata,0,-6
colistin,MGAM,MB003,run3,day 4,c__Thermoprotei,0,-6
colistin,MGAM,MB003,run3,day 4,c__Thermotogae,0,-6
colistin,MGAM,MB003,run3,day 4,c__Tissierellia,0,-6
colistin,MGAM,MB003,run3,day 4,c__Verrucomicrobiae,0,-6
colistin,MGAM,MB003,run3,day 4,c__cyanobacterium IHB-347[class],0,-6
colistin,MGAM,MB003,run3,day 4,c__cyanobacterium IHB-410[class],0,-6
colistin,MGAM,MB003,run3,day 4,c__cyanobacterium PCC 7702[class],0,-6
colistin,MGAM,MB003,run3,day 4,c__marine bacterium SIMO-4474[class],0,-6
colistin,MGAM,MB003,run3,day 4,c__marine bacterium SIMO-4476[class],0,-6
colistin,MGAM,MB003,run3,day 4,c__marine bacterium SIMO-4483[class],0,-6
colistin,MGAM,MB003,run3,day 4,c__phototrophic bacterium[class],0,-6
colistin,MGAM,MB005,run3,day 4,c__Acidimicrobiia,0,-6
colistin,MGAM,MB005,run3,day 4,c__Acidithiobacillia,0,-6
colistin,MGAM,MB005,run3,day 4,c__Acidobacteriia,0,-6
colistin,MGAM,MB005,run3,day 4,c__Actinobacteria,0.0030261922153814046,-2.518960002092931
colistin,MGAM,MB005,run3,day 4,c__Alphaproteobacteria,2.9814701629373442e-5,-4.511242033071843
colistin,MGAM,MB005,run3,day 4,c__Aminomonas aminovorus[class],0,-6
colistin,MGAM,MB005,run3,day 4,c__Anaerolineae,0,-6
colistin,MGAM,MB005,run3,day 4,c__Aquificae,0,-6
colistin,MGAM,MB005,run3,day 4,c__Bacilli,1.0435145570280705e-4,-3.9773594591130372
colistin,MGAM,MB005,run3,day 4,c__Bacteroidetes Order II. Incertae sedis[class],0,-6
colistin,MGAM,MB005,run3,day 4,c__Bacteroidia,0.2917964848466779,-0.534918455835016
colistin,MGAM,MB005,run3,day 4,c__Balneolia,0,-6
colistin,MGAM,MB005,run3,day 4,c__Betaproteobacteria,1.0435145570280705e-4,-3.9773594591130372
colistin,MGAM,MB005,run3,day 4,c__Blastocatellia,0,-6
colistin,MGAM,MB005,run3,day 4,c__Caldilineae,0,-6
colistin,MGAM,MB005,run3,day 4,c__Caldisericia,0,-6
colistin,MGAM,MB005,run3,day 4,c__Calditrichae,0,-6
colistin,MGAM,MB005,run3,day 4,c__Chitinophagia,0,-6
colistin,MGAM,MB005,run3,day 4,c__Chlamydiia,0,-6
colistin,MGAM,MB005,run3,day 4,c__Chlorobia,0,-6
colistin,MGAM,MB005,run3,day 4,c__Chloroflexia,0,-6
colistin,MGAM,MB005,run3,day 4,c__Chroococcales[class],0,-6
colistin,MGAM,MB005,run3,day 4,c__Chroococcidiopsidales[class],0,-6
colistin,MGAM,MB005,run3,day 4,c__Chrysiogenetes,0,-6
colistin,MGAM,MB005,run3,day 4,c__Clostridia,0.5468016278827089,-0.2621694069202044
colistin,MGAM,MB005,run3,day 4,c__Coriobacteriia,0.15320284432253545,-0.8147303368762836
colistin,MGAM,MB005,run3,day 4,c__Cytophagia,0,-6
colistin,MGAM,MB005,run3,day 4,c__Deferribacteres,0,-6
colistin,MGAM,MB005,run3,day 4,c__Dehalococcoidia,0,-6
colistin,MGAM,MB005,run3,day 4,c__Deinococci,0,-6
colistin,MGAM,MB005,run3,day 4,c__Deltaproteobacteria,0,-6
colistin,MGAM,MB005,run3,day 4,c__Dictyoglomia,0,-6
colistin,MGAM,MB005,run3,day 4,c__Elusimicrobia,0,-6
colistin,MGAM,MB005,run3,day 4,c__Epsilonproteobacteria,0,-6
colistin,MGAM,MB005,run3,day 4,c__Erysipelotrichia,4.4722052444060165e-5,-4.339874282539159
colistin,MGAM,MB005,run3,day 4,c__Fibrobacteria,0,-6
colistin,MGAM,MB005,run3,day 4,c__Flavobacteriia,0,-6
colistin,MGAM,MB005,run3,day 4,c__Fusobacteriia,0,-6
colistin,MGAM,MB005,run3,day 4,c__Gammaproteobacteria,3.8759112118185476e-4,-3.410507126705301
colistin,MGAM,MB005,run3,day 4,c__Gemmatimonadetes,0,-6
colistin,MGAM,MB005,run3,day 4,c__Gloeobacteria,0,-6
colistin,MGAM,MB005,run3,day 4,c__Halobacteria,0,-6
colistin,MGAM,MB005,run3,day 4,c__Holophagae,0,-6
colistin,MGAM,MB005,run3,day 4,c__Ignavibacteria,0,-6
colistin,MGAM,MB005,run3,day 4,c__Ktedonobacteria,0,-6
colistin,MGAM,MB005,run3,day 4,c__Lentisphaeria,0,-6
colistin,MGAM,MB005,run3,day 4,c__Methanobacteria,0,-6
colistin,MGAM,MB005,run3,day 4,c__Methanomicrobia,0,-6
colistin,MGAM,MB005,run3,day 4,c__Methylacidiphilae,0,-6
colistin,MGAM,MB005,run3,day 4,c__Mollicutes,0,-6
colistin,MGAM,MB005,run3,day 4,c__Negativicutes,7.453675407343361e-5,-4.121841681386759
colistin,MGAM,MB005,run3,day 4,c__Nitriliruptoria,0,-6
colistin,MGAM,MB005,run3,day 4,c__Nitrospira,0,-6
colistin,MGAM,MB005,run3,day 4,c__Nostocales[class],0,-6
colistin,MGAM,MB005,run3,day 4,c__Opitutae,0,-6
colistin,MGAM,MB005,run3,day 4,c__Oscillatoriales[class],0,-6
colistin,MGAM,MB005,run3,day 4,c__Planctomycetia,0,-6
colistin,MGAM,MB005,run3,day 4,c__Pleurocapsales[class],0,-6
colistin,MGAM,MB005,run3,day 4,c__Rubrobacteria,0,-6
colistin,MGAM,MB005,run3,day 4,c__Saprospiria,0,-6
colistin,MGAM,MB005,run3,day 4,c__Solibacteres,0,-6
colistin,MGAM,MB005,run3,day 4,c__Sphingobacteriia,0,-6
colistin,MGAM,MB005,run3,day 4,c__Spirochaetia,0,-6
colistin,MGAM,MB005,run3,day 4,c__Spirulinales[class],0,-6
colistin,MGAM,MB005,run3,day 4,c__Synechococcales[class],0,-6
colistin,MGAM,MB005,run3,day 4,c__Synergistia,0,-6
colistin,MGAM,MB005,run3,day 4,c__Thermobaculum[class],0,-6
colistin,MGAM,MB005,run3,day 4,c__Thermodesulfobacteria,0,-6
colistin,MGAM,MB005,run3,day 4,c__Thermoleophilia,0,-6
colistin,MGAM,MB005,run3,day 4,c__Thermomicrobia,0,-6
colistin,MGAM,MB005,run3,day 4,c__Thermoplasmata,0,-6
colistin,MGAM,MB005,run3,day 4,c__Thermoprotei,0,-6
colistin,MGAM,MB005,run3,day 4,c__Thermotogae,0,-6
colistin,MGAM,MB005,run3,day 4,c__Tissierellia,0,-6
colistin,MGAM,MB005,run3,day 4,c__Verrucomicrobiae,0,-6
colistin,MGAM,MB005,run3,day 4,c__cyanobacterium IHB-347[class],0,-6
colistin,MGAM,MB005,run3,day 4,c__cyanobacterium IHB-410[class],0,-6
colistin,MGAM,MB005,run3,day 4,c__cyanobacterium PCC 7702[class],0,-6
colistin,MGAM,MB005,run3,day 4,c__marine bacterium SIMO-4474[class],0,-6
colistin,MGAM,MB005,run3,day 4,c__marine bacterium SIMO-4476[class],0,-6
colistin,MGAM,MB005,run3,day 4,c__marine bacterium SIMO-4483[class],0,-6
colistin,MGAM,MB005,run3,day 4,c__phototrophic bacterium[class],0,-6
colistin,MGAM,MB006,run3,day 4,c__Acidimicrobiia,9.965817246843328e-6,-4.959958996219167
colistin,MGAM,MB006,run3,day 4,c__Acidithiobacillia,0,-6
colistin,MGAM,MB006,run3,day 4,c__Acidobacteriia,0,-6
colistin,MGAM,MB006,run3,day 4,c__Actinobacteria,0.2198459284653638,-0.6578795976351866
colistin,MGAM,MB006,run3,day 4,c__Alphaproteobacteria,3.986326898737331e-5,-4.388666893543285
colistin,MGAM,MB006,run3,day 4,c__Aminomonas aminovorus[class],0,-6
colistin,MGAM,MB006,run3,day 4,c__Anaerolineae,0,-6
colistin,MGAM,MB006,run3,day 4,c__Aquificae,0,-6
colistin,MGAM,MB006,run3,day 4,c__Bacilli,0.03612608751980706,-1.4421670488128426
colistin,MGAM,MB006,run3,day 4,c__Bacteroidetes Order II. Incertae sedis[class],0,-6
colistin,MGAM,MB006,run3,day 4,c__Bacteroidia,0.19009796398353648,-0.7210202499807394
colistin,MGAM,MB006,run3,day 4,c__Balneolia,0,-6
colistin,MGAM,MB006,run3,day 4,c__Betaproteobacteria,0.09868152237824263,-1.0057597582403506
colistin,MGAM,MB006,run3,day 4,c__Blastocatellia,0,-6
colistin,MGAM,MB006,run3,day 4,c__Caldilineae,0,-6
colistin,MGAM,MB006,run3,day 4,c__Caldisericia,0,-6
colistin,MGAM,MB006,run3,day 4,c__Calditrichae,0,-6
colistin,MGAM,MB006,run3,day 4,c__Chitinophagia,0,-6
colistin,MGAM,MB006,run3,day 4,c__Chlamydiia,0,-6
colistin,MGAM,MB006,run3,day 4,c__Chlorobia,0,-6
colistin,MGAM,MB006,run3,day 4,c__Chloroflexia,0,-6
colistin,MGAM,MB006,run3,day 4,c__Chroococcales[class],0,-6
colistin,MGAM,MB006,run3,day 4,c__Chroococcidiopsidales[class],0,-6
colistin,MGAM,MB006,run3,day 4,c__Chrysiogenetes,0,-6
colistin,MGAM,MB006,run3,day 4,c__Clostridia,0.12726348624218928,-0.8952927713725753
colistin,MGAM,MB006,run3,day 4,c__Coriobacteriia,0.3238192998016802,-0.4896959294692603
colistin,MGAM,MB006,run3,day 4,c__Cytophagia,0,-6
colistin,MGAM,MB006,run3,day 4,c__Deferribacteres,0,-6
colistin,MGAM,MB006,run3,day 4,c__Dehalococcoidia,0,-6
colistin,MGAM,MB006,run3,day 4,c__Deinococci,0,-6
colistin,MGAM,MB006,run3,day 4,c__Deltaproteobacteria,1.9931634493686655e-5,-4.679196857477227
colistin,MGAM,MB006,run3,day 4,c__Dictyoglomia,0,-6
colistin,MGAM,MB006,run3,day 4,c__Elusimicrobia,0,-6
colistin,MGAM,MB006,run3,day 4,c__Epsilonproteobacteria,0,-6
colistin,MGAM,MB006,run3,day 4,c__Erysipelotrichia,0,-6
colistin,MGAM,MB006,run3,day 4,c__Fibrobacteria,0,-6
colistin,MGAM,MB006,run3,day 4,c__Flavobacteriia,9.965817246843328e-6,-4.959958996219167
colistin,MGAM,MB006,run3,day 4,c__Fusobacteriia,0,-6
colistin,MGAM,MB006,run3,day 4,c__Gammaproteobacteria,3.189061518989865e-4,-3.4949774082119425
colistin,MGAM,MB006,run3,day 4,c__Gemmatimonadetes,0,-6
colistin,MGAM,MB006,run3,day 4,c__Gloeobacteria,0,-6
colistin,MGAM,MB006,run3,day 4,c__Halobacteria,0,-6
colistin,MGAM,MB006,run3,day 4,c__Holophagae,0,-6
colistin,MGAM,MB006,run3,day 4,c__Ignavibacteria,0,-6
colistin,MGAM,MB006,run3,day 4,c__Ktedonobacteria,0,-6
colistin,MGAM,MB006,run3,day 4,c__Lentisphaeria,0,-6
colistin,MGAM,MB006,run3,day 4,c__Methanobacteria,0,-6
colistin,MGAM,MB006,run3,day 4,c__Methanomicrobia,0,-6
colistin,MGAM,MB006,run3,day 4,c__Methylacidiphilae,0,-6
colistin,MGAM,MB006,run3,day 4,c__Mollicutes,9.965817246843328e-6,-4.959958996219167
colistin,MGAM,MB006,run3,day 4,c__Negativicutes,7.972653797474662e-5,-4.09298367220014
colistin,MGAM,MB006,run3,day 4,c__Nitriliruptoria,0,-6
colistin,MGAM,MB006,run3,day 4,c__Nitrospira,0,-6
colistin,MGAM,MB006,run3,day 4,c__Nostocales[class],0,-6
colistin,MGAM,MB006,run3,day 4,c__Opitutae,0,-6
colistin,MGAM,MB006,run3,day 4,c__Oscillatoriales[class],0,-6
colistin,MGAM,MB006,run3,day 4,c__Planctomycetia,0,-6
colistin,MGAM,MB006,run3,day 4,c__Pleurocapsales[class],0,-6
colistin,MGAM,MB006,run3,day 4,c__Rubrobacteria,0,-6
colistin,MGAM,MB006,run3,day 4,c__Saprospiria,0,-6
colistin,MGAM,MB006,run3,day 4,c__Solibacteres,0,-6
colistin,MGAM,MB006,run3,day 4,c__Sphingobacteriia,0,-6
colistin,MGAM,MB006,run3,day 4,c__Spirochaetia,0,-6
colistin,MGAM,MB006,run3,day 4,c__Spirulinales[class],0,-6
colistin,MGAM,MB006,run3,day 4,c__Synechococcales[class],0,-6
colistin,MGAM,MB006,run3,day 4,c__Synergistia,0,-6
colistin,MGAM,MB006,run3,day 4,c__Thermobaculum[class],0,-6
colistin,MGAM,MB006,run3,day 4,c__Thermodesulfobacteria,0,-6
colistin,MGAM,MB006,run3,day 4,c__Thermoleophilia,0,-6
colistin,MGAM,MB006,run3,day 4,c__Thermomicrobia,0,-6
colistin,MGAM,MB006,run3,day 4,c__Thermoplasmata,0,-6
colistin,MGAM,MB006,run3,day 4,c__Thermoprotei,0,-6
colistin,MGAM,MB006,run3,day 4,c__Thermotogae,0,-6
colistin,MGAM,MB006,run3,day 4,c__Tissierellia,0,-6
colistin,MGAM,MB006,run3,day 4,c__Verrucomicrobiae,0,-6
colistin,MGAM,MB006,run3,day 4,c__cyanobacterium IHB-347[class],0,-6
colistin,MGAM,MB006,run3,day 4,c__cyanobacterium IHB-410[class],0,-6
colistin,MGAM,MB006,run3,day 4,c__cyanobacterium PCC 7702[class],0,-6
colistin,MGAM,MB006,run3,day 4,c__marine bacterium SIMO-4474[class],0,-6
colistin,MGAM,MB006,run3,day 4,c__marine bacterium SIMO-4476[class],0,-6
colistin,MGAM,MB006,run3,day 4,c__marine bacterium SIMO-4483[class],0,-6
colistin,MGAM,MB006,run3,day 4,c__phototrophic bacterium[class],0,-6
colistin,MGAM,MB007,run3,day 4,c__Acidimicrobiia,0,-6
colistin,MGAM,MB007,run3,day 4,c__Acidithiobacillia,0,-6
colistin,MGAM,MB007,run3,day 4,c__Acidobacteriia,0,-6
colistin,MGAM,MB007,run3,day 4,c__Actinobacteria,0.2092573037662795,-0.6793172993642306
colistin,MGAM,MB007,run3,day 4,c__Alphaproteobacteria,1.5999488016383476e-5,-4.769564158328067
colistin,MGAM,MB007,run3,day 4,c__Aminomonas aminovorus[class],0,-6
colistin,MGAM,MB007,run3,day 4,c__Anaerolineae,0,-6
colistin,MGAM,MB007,run3,day 4,c__Aquificae,0,-6
colistin,MGAM,MB007,run3,day 4,c__Bacilli,0.1397075293590605,-0.8547770789216271
colistin,MGAM,MB007,run3,day 4,c__Bacteroidetes Order II. Incertae sedis[class],0,-6
colistin,MGAM,MB007,run3,day 4,c__Bacteroidia,0.3590125115996288,-0.4448892062887095
colistin,MGAM,MB007,run3,day 4,c__Balneolia,0,-6
colistin,MGAM,MB007,run3,day 4,c__Betaproteobacteria,0,-6
colistin,MGAM,MB007,run3,day 4,c__Blastocatellia,0,-6
colistin,MGAM,MB007,run3,day 4,c__Caldilineae,0,-6
colistin,MGAM,MB007,run3,day 4,c__Caldisericia,0,-6
colistin,MGAM,MB007,run3,day 4,c__Calditrichae,0,-6
colistin,MGAM,MB007,run3,day 4,c__Chitinophagia,0,-6
colistin,MGAM,MB007,run3,day 4,c__Chlamydiia,0,-6
colistin,MGAM,MB007,run3,day 4,c__Chlorobia,0,-6
colistin,MGAM,MB007,run3,day 4,c__Chloroflexia,0,-6
colistin,MGAM,MB007,run3,day 4,c__Chroococcales[class],0,-6
colistin,MGAM,MB007,run3,day 4,c__Chroococcidiopsidales[class],0,-6
colistin,MGAM,MB007,run3,day 4,c__Chrysiogenetes,0,-6
colistin,MGAM,MB007,run3,day 4,c__Clostridia,0.2048894435378068,-0.6884782974093697
colistin,MGAM,MB007,run3,day 4,c__Coriobacteriia,0.08457329365460305,-1.0727616206542498
colistin,MGAM,MB007,run3,day 4,c__Cytophagia,0,-6
colistin,MGAM,MB007,run3,day 4,c__Deferribacteres,0,-6
colistin,MGAM,MB007,run3,day 4,c__Dehalococcoidia,0,-6
colistin,MGAM,MB007,run3,day 4,c__Deinococci,0,-6
colistin,MGAM,MB007,run3,day 4,c__Deltaproteobacteria,1.5999488016383476e-5,-4.769564158328067
colistin,MGAM,MB007,run3,day 4,c__Dictyoglomia,0,-6
colistin,MGAM,MB007,run3,day 4,c__Elusimicrobia,0,-6
colistin,MGAM,MB007,run3,day 4,c__Epsilonproteobacteria,0,-6
colistin,MGAM,MB007,run3,day 4,c__Erysipelotrichia,0,-6
colistin,MGAM,MB007,run3,day 4,c__Fibrobacteria,0,-6
colistin,MGAM,MB007,run3,day 4,c__Flavobacteriia,0,-6
colistin,MGAM,MB007,run3,day 4,c__Fusobacteriia,1.5999488016383476e-5,-4.769564158328067
colistin,MGAM,MB007,run3,day 4,c__Gammaproteobacteria,3.199897603276695e-4,-3.493508821502043
colistin,MGAM,MB007,run3,day 4,c__Gemmatimonadetes,0,-6
colistin,MGAM,MB007,run3,day 4,c__Gloeobacteria,0,-6
colistin,MGAM,MB007,run3,day 4,c__Halobacteria,0,-6
colistin,MGAM,MB007,run3,day 4,c__Holophagae,0,-6
colistin,MGAM,MB007,run3,day 4,c__Ignavibacteria,0,-6
colistin,MGAM,MB007,run3,day 4,c__Ktedonobacteria,0,-6
colistin,MGAM,MB007,run3,day 4,c__Lentisphaeria,0,-6
colistin,MGAM,MB007,run3,day 4,c__Methanobacteria,0,-6
colistin,MGAM,MB007,run3,day 4,c__Methanomicrobia,0,-6
colistin,MGAM,MB007,run3,day 4,c__Methylacidiphilae,0,-6
colistin,MGAM,MB007,run3,day 4,c__Mollicutes,3.199897603276695e-5,-4.48149953618934
colistin,MGAM,MB007,run3,day 4,c__Negativicutes,4.799846404915043e-5,-4.30981753355176
colistin,MGAM,MB007,run3,day 4,c__Nitriliruptoria,0,-6
colistin,MGAM,MB007,run3,day 4,c__Nitrospira,1.5999488016383476e-5,-4.769564158328067
colistin,MGAM,MB007,run3,day 4,c__Nostocales[class],0,-6
colistin,MGAM,MB007,run3,day 4,c__Opitutae,0,-6
colistin,MGAM,MB007,run3,day 4,c__Oscillatoriales[class],0,-6
colistin,MGAM,MB007,run3,day 4,c__Planctomycetia,0,-6
colistin,MGAM,MB007,run3,day 4,c__Pleurocapsales[class],0,-6
colistin,MGAM,MB007,run3,day 4,c__Rubrobacteria,0,-6
colistin,MGAM,MB007,run3,day 4,c__Saprospiria,0,-6
colistin,MGAM,MB007,run3,day 4,c__Solibacteres,0,-6
colistin,MGAM,MB007,run3,day 4,c__Sphingobacteriia,0,-6
colistin,MGAM,MB007,run3,day 4,c__Spirochaetia,0,-6
colistin,MGAM,MB007,run3,day 4,c__Spirulinales[class],0,-6
colistin,MGAM,MB007,run3,day 4,c__Synechococcales[class],0,-6
colistin,MGAM,MB007,run3,day 4,c__Synergistia,0,-6
colistin,MGAM,MB007,run3,day 4,c__Thermobaculum[class],0,-6
colistin,MGAM,MB007,run3,day 4,c__Thermodesulfobacteria,0,-6
colistin,MGAM,MB007,run3,day 4,c__Thermoleophilia,0,-6
colistin,MGAM,MB007,run3,day 4,c__Thermomicrobia,0,-6
colistin,MGAM,MB007,run3,day 4,c__Thermoplasmata,0,-6
colistin,MGAM,MB007,run3,day 4,c__Thermoprotei,0,-6
colistin,MGAM,MB007,run3,day 4,c__Thermotogae,0,-6
colistin,MGAM,MB007,run3,day 4,c__Tissierellia,0,-6
colistin,MGAM,MB007,run3,day 4,c__Verrucomicrobiae,0,-6
colistin,MGAM,MB007,run3,day 4,c__cyanobacterium IHB-347[class],0,-6
colistin,MGAM,MB007,run3,day 4,c__cyanobacterium IHB-410[class],0,-6
colistin,MGAM,MB007,run3,day 4,c__cyanobacterium PCC 7702[class],0,-6
colistin,MGAM,MB007,run3,day 4,c__marine bacterium SIMO-4474[class],1.5999488016383476e-5,-4.769564158328067
colistin,MGAM,MB007,run3,day 4,c__marine bacterium SIMO-4476[class],0,-6
colistin,MGAM,MB007,run3,day 4,c__marine bacterium SIMO-4483[class],0,-6
colistin,MGAM,MB007,run3,day 4,c__phototrophic bacterium[class],0,-6
dipyridil,MGAM,MB001,run1,day 4,c__Acidimicrobiia,0,-6
dipyridil,MGAM,MB001,run1,day 4,c__Acidithiobacillia,0,-6
dipyridil,MGAM,MB001,run1,day 4,c__Acidobacteriia,0,-6
dipyridil,MGAM,MB001,run1,day 4,c__Actinobacteria,0.2881417987594762,-0.5403922297980602
dipyridil,MGAM,MB001,run1,day 4,c__Alphaproteobacteria,0,-6
dipyridil,MGAM,MB001,run1,day 4,c__Aminomonas aminovorus[class],0,-6
dipyridil,MGAM,MB001,run1,day 4,c__Anaerolineae,0,-6
dipyridil,MGAM,MB001,run1,day 4,c__Aquificae,0,-6
dipyridil,MGAM,MB001,run1,day 4,c__Bacilli,0.5928454514128187,-0.2270577753358968
dipyridil,MGAM,MB001,run1,day 4,c__Bacteroidetes Order II. Incertae sedis[class],0,-6
dipyridil,MGAM,MB001,run1,day 4,c__Bacteroidia,0.017466402481047555,-1.7577716726942663
dipyridil,MGAM,MB001,run1,day 4,c__Balneolia,0,-6
dipyridil,MGAM,MB001,run1,day 4,c__Betaproteobacteria,1.5075809786354238e-4,-3.8188481255336297
dipyridil,MGAM,MB001,run1,day 4,c__Blastocatellia,0,-6
dipyridil,MGAM,MB001,run1,day 4,c__Caldilineae,0,-6
dipyridil,MGAM,MB001,run1,day 4,c__Caldisericia,0,-6
dipyridil,MGAM,MB001,run1,day 4,c__Calditrichae,0,-6
dipyridil,MGAM,MB001,run1,day 4,c__Chitinophagia,0,-6
dipyridil,MGAM,MB001,run1,day 4,c__Chlamydiia,0,-6
dipyridil,MGAM,MB001,run1,day 4,c__Chlorobia,0,-6
dipyridil,MGAM,MB001,run1,day 4,c__Chloroflexia,0,-6
dipyridil,MGAM,MB001,run1,day 4,c__Chroococcales[class],0,-6
dipyridil,MGAM,MB001,run1,day 4,c__Chroococcidiopsidales[class],0,-6
dipyridil,MGAM,MB001,run1,day 4,c__Chrysiogenetes,0,-6
dipyridil,MGAM,MB001,run1,day 4,c__Clostridia,0.0023475189524465884,-2.629205930728865
dipyridil,MGAM,MB001,run1,day 4,c__Coriobacteriia,3.0151619572708476e-4,-3.5192513696838463
dipyridil,MGAM,MB001,run1,day 4,c__Cytophagia,0,-6
dipyridil,MGAM,MB001,run1,day 4,c__Deferribacteres,0,-6
dipyridil,MGAM,MB001,run1,day 4,c__Dehalococcoidia,0,-6
dipyridil,MGAM,MB001,run1,day 4,c__Deinococci,0,-6
dipyridil,MGAM,MB001,run1,day 4,c__Deltaproteobacteria,0,-6
dipyridil,MGAM,MB001,run1,day 4,c__Dictyoglomia,0,-6
dipyridil,MGAM,MB001,run1,day 4,c__Elusimicrobia,0,-6
dipyridil,MGAM,MB001,run1,day 4,c__Epsilonproteobacteria,0,-6
dipyridil,MGAM,MB001,run1,day 4,c__Erysipelotrichia,6.461061337008959e-5,-4.183025902160394
dipyridil,MGAM,MB001,run1,day 4,c__Fibrobacteria,0,-6
dipyridil,MGAM,MB001,run1,day 4,c__Flavobacteriia,2.1536871123363198e-5,-4.647106378803705
dipyridil,MGAM,MB001,run1,day 4,c__Fusobacteriia,0,-6
dipyridil,MGAM,MB001,run1,day 4,c__Gammaproteobacteria,0.02646881461061337,-1.5772491004013176
dipyridil,MGAM,MB001,run1,day 4,c__Gemmatimonadetes,0,-6
dipyridil,MGAM,MB001,run1,day 4,c__Gloeobacteria,0,-6
dipyridil,MGAM,MB001,run1,day 4,c__Halobacteria,0,-6
dipyridil,MGAM,MB001,run1,day 4,c__Holophagae,0,-6
dipyridil,MGAM,MB001,run1,day 4,c__Ignavibacteria,0,-6
dipyridil,MGAM,MB001,run1,day 4,c__Ktedonobacteria,0,-6
dipyridil,MGAM,MB001,run1,day 4,c__Lentisphaeria,0,-6
dipyridil,MGAM,MB001,run1,day 4,c__Methanobacteria,0,-6
dipyridil,MGAM,MB001,run1,day 4,c__Methanomicrobia,0,-6
dipyridil,MGAM,MB001,run1,day 4,c__Methylacidiphilae,0,-6
dipyridil,MGAM,MB001,run1,day 4,c__Mollicutes,0,-6
dipyridil,MGAM,MB001,run1,day 4,c__Negativicutes,0.0011414541695382494,-2.9421612129787835
dipyridil,MGAM,MB001,run1,day 4,c__Nitriliruptoria,0,-6
dipyridil,MGAM,MB001,run1,day 4,c__Nitrospira,0,-6
dipyridil,MGAM,MB001,run1,day 4,c__Nostocales[class],0,-6
dipyridil,MGAM,MB001,run1,day 4,c__Opitutae,0,-6
dipyridil,MGAM,MB001,run1,day 4,c__Oscillatoriales[class],0,-6
dipyridil,MGAM,MB001,run1,day 4,c__Planctomycetia,0,-6
dipyridil,MGAM,MB001,run1,day 4,c__Pleurocapsales[class],0,-6
dipyridil,MGAM,MB001,run1,day 4,c__Rubrobacteria,0,-6
dipyridil,MGAM,MB001,run1,day 4,c__Saprospiria,0,-6
